record_id,polymer_name,repeat_unit_smiles,polymer_class,tg_value,tg_unit,tg_std,measurement_method,source_id,source_type,doi,extraction_method,notes,zenodo_row_index,review_status
rec_zen_00000,,[*]#C[SiH2]C#Cc1cccc(C#[*])c1,Polysiloxanes,345.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=345.15; n_points=1; reliability=black,0,imported_from_zenodo
rec_zen_00011,,[*]/C(C)=C(/[*])CCC,Polydienes,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,11,imported_from_zenodo
rec_zen_00012,,[*]/C(C)=C(/[*])CCCCC,Polydienes,453.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=453.15; n_points=1; reliability=black,12,imported_from_zenodo
rec_zen_00013,,[*]/C(C)=C(/[*])CCCCCCC,Polydienes,433.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=433.15; n_points=1; reliability=black,13,imported_from_zenodo
rec_zen_00014,,[*]/C(C)=C(/[*])SCC,Polyvinyls,433.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=433.15; n_points=1; reliability=black,14,imported_from_zenodo
rec_zen_00015,,[*]/C(C)=C(/[*])SCCCCCC,Polyvinyls,383.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=383.15; n_points=1; reliability=black,15,imported_from_zenodo
rec_zen_00016,,[*]/C(C)=C(/[*])SCCCCCCCCCC,Polyvinyls,333.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=333.15; n_points=1; reliability=black,16,imported_from_zenodo
rec_zen_00017,,[*]/C(C)=C(/[*])[Ge](C)(C)C,Polyvinyls,523.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=523.15; n_points=1; reliability=black,17,imported_from_zenodo
rec_zen_00018,,[*]/C(C)=C(/[*])[Si](C)(C)C,Polyvinyls,348.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=348.15; n_points=1; reliability=black,18,imported_from_zenodo
rec_zen_00019,,[*]/C(C)=C(/[*])[Si](C)(C)CCCCCC,Polyvinyls,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,19,imported_from_zenodo
rec_zen_00020,,[*]/C(C)=C(/[*])[Si](C)(C)CC[Si](C)(C)C,Polyvinyls,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,20,imported_from_zenodo
rec_zen_00021,,[*]/C(C)=C(/[*])[Si](C)(C)C[Si](C)(C)C,Polyvinyls,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,21,imported_from_zenodo
rec_zen_00022,,[*]/C(C)=C(/[*])c1ccc([Si](C)(C)C)cc1,Polyvinyls,268.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=268.15; n_points=1; reliability=black,22,imported_from_zenodo
rec_zen_00023,,[*]/C(CC)=C(/[*])c1ccccc1,Polyvinyls,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,23,imported_from_zenodo
rec_zen_00024,,[*]/C(CCCCCC)=C(/[*])c1ccccc1,Polyvinyls,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,24,imported_from_zenodo
rec_zen_00025,,[*]/C(Cl)=C(/[*])CCCC,Polyvinyls,463.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=463.15; n_points=1; reliability=black,25,imported_from_zenodo
rec_zen_00026,,[*]/C(Cl)=C(/[*])CCCCCC,Polyvinyls,423.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=423.15; n_points=1; reliability=black,26,imported_from_zenodo
rec_zen_00027,,[*]/C(Cl)=C(/[*])CCCCCCCC,Polyvinyls,363.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=363.15; n_points=1; reliability=black,27,imported_from_zenodo
rec_zen_00028,,[*]/C(Cl)=C(/[*])c1ccccc1,Polyvinyls,488.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=488.15; n_points=1; reliability=black,28,imported_from_zenodo
rec_zen_00029,,[*]/C=C(/[*])C(C)(C)C,Polydienes,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,29,imported_from_zenodo
rec_zen_00030,,[*]/C=C(/[*])C(CCC)[Si](C)(C)CCCCCC,Polyvinyls,313.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=313.15; n_points=1; reliability=black,30,imported_from_zenodo
rec_zen_00031,,[*]/C=C(/[*])C(CCC)[Si](C)(C)c1ccccc1,Polyvinyls,383.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=383.15; n_points=1; reliability=black,31,imported_from_zenodo
rec_zen_00032,,[*]/C=C(/[*])C(CCCCC)[Si](C)(C)C,Polyvinyls,443.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=443.15; n_points=1; reliability=black,32,imported_from_zenodo
rec_zen_00033,,[*]/C=C(/[*])C(CCCCCCC)[Si](C)(C)C,Polyvinyls,423.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=423.15; n_points=1; reliability=black,33,imported_from_zenodo
rec_zen_00034,,[*]/C=C(/[*])CCCOC(=O)c1cc(-c2ccc(OC)cc2)ccc1-c1ccc(OC)cc1,Polyvinyls,345.55,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=345.55; n_points=1; reliability=black,34,imported_from_zenodo
rec_zen_00035,,[*]/C=C(/[*])CCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,Polyvinyls,293.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=293.15; n_points=1; reliability=black,35,imported_from_zenodo
rec_zen_00036,,[*]/C=C(/[*])CCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,Polyvinyls,309.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=309.15; n_points=1; reliability=black,36,imported_from_zenodo
rec_zen_00037,,[*]/C=C(/[*])CCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,Polyvinyls,315.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=315.15; n_points=1; reliability=black,37,imported_from_zenodo
rec_zen_00038,,[*]/C=C(/[*])c1c(C)cc(C(C)(C)C)cc1C,Polyvinyls,473.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=473.15; n_points=1; reliability=black,38,imported_from_zenodo
rec_zen_00039,,[*]/C=C(/[*])c1c(F)c(F)c(CCCC)c(F)c1F,Polyvinyls,383.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=383.15; n_points=1; reliability=black,39,imported_from_zenodo
rec_zen_00040,,[*]/C=C(/[*])c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,Polyvinyls,693.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=693.15; n_points=1; reliability=black,40,imported_from_zenodo
rec_zen_00041,,[*]/C=C(/[*])c1ccccc1C(F)(F)F,Polyvinyls,403.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=403.15; n_points=1; reliability=black,41,imported_from_zenodo
rec_zen_00042,,[*]/C=C(/[*])c1ccccc1C[Si](C)(C)C,Polyvinyls,443.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=443.15; n_points=1; reliability=black,42,imported_from_zenodo
rec_zen_00043,,[*]/C=C(/[*])c1ccccc1[Ge](C)(C)C,Polyvinyls,453.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=453.15; n_points=1; reliability=black,43,imported_from_zenodo
rec_zen_00044,,[*]/C=C(/[*])c1ccccc1[Si](C)(C)C,Polyvinyls,463.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=463.15; n_points=1; reliability=black,44,imported_from_zenodo
rec_zen_00045,,[*]/C=C/[*],Polydienes,269.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=269.15; n_points=1; reliability=black,45,imported_from_zenodo
rec_zen_00046,,[*]=C(C#CC(=[*])COS(=O)(=O)c1ccc(C)cc1)COS(=O)(=O)c1ccc(C)cc1,Polyvinyls,200.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=200.15; n_points=1; reliability=black,46,imported_from_zenodo
rec_zen_00047,,[*]=C(C#N)N1C(=O)c2ccc(C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(C(=[*])C#N)C5=O)cc3)cc2C1=O,Polyimides,522.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=522.15; n_points=1; reliability=black,47,imported_from_zenodo
rec_zen_00048,,[*]=C(C#N)NC(=O)c1ccc(C(=O)NC(=[*])C#N)cc1,Polyamides,505.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=505.15; n_points=1; reliability=black,48,imported_from_zenodo
rec_zen_00049,,[*]=C(C#N)c1ccc(C(=O)OC2CCN(C(=[*])c3ccc(OC)cc3)CC2)cc1,Polyesters,456.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=456.15; n_points=1; reliability=black,49,imported_from_zenodo
rec_zen_00050,,[*]=C(C#N)c1ccc(C(=O)OCC2CCCN(C(=[*])c3ccc(OC)cc3)C2)cc1,Polyesters,449.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=449.15; n_points=1; reliability=black,50,imported_from_zenodo
rec_zen_00051,,[*]=C(C#N)c1ccc(C(=O)OCCC2CCN(C(=[*])c3ccc(OC)cc3)CC2)cc1,Polyesters,440.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=440.15; n_points=1; reliability=black,51,imported_from_zenodo
rec_zen_00052,,[*]=C(C#N)n1c(=O)c2cc3c(=O)n(C(=[*])C#N)c(=O)c3cc2c1=O,Polyimides,483.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=483.15; n_points=1; reliability=black,52,imported_from_zenodo
rec_zen_00053,,[*]=C(C)CCC(=[*])C,Polydienes,277.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=277.15; n_points=1; reliability=black,53,imported_from_zenodo
rec_zen_00054,,[*]=C(CCC(=[*])c1ccccc1)c1ccccc1,Polyvinyls,393.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=393.65; n_points=1; reliability=black,54,imported_from_zenodo
rec_zen_00055,,[*]=C(Cl)CC(F)(F)C(=[*])F,Polydienes,256.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=256.15; n_points=1; reliability=black,55,imported_from_zenodo
rec_zen_00056,,[*]=C(F)C(F)(F)C(F)(C(=[*])F)C(F)(F)F,Polydienes,270.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=270.15; n_points=1; reliability=black,56,imported_from_zenodo
rec_zen_00057,,[*]=C(F)C(F)(F)ON(C(F)(F)F)C(F)(F)C(=[*])F,Polyoxides,266.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=266.15; n_points=1; reliability=black,57,imported_from_zenodo
rec_zen_00058,,[*]=C(OC)c1ccc(C(=[*])OC)s1,Polysulfides,364.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=364.15; n_points=1; reliability=black,58,imported_from_zenodo
rec_zen_00059,,[*]=C([2H])C([2H])([2H])C([2H])([2H])C(=[*])C([2H])([2H])[2H],Polydienes,215.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=215.15; n_points=1; reliability=black,59,imported_from_zenodo
rec_zen_00060,,[*]=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=[*])c2ccc(Oc3ccccc3)cc2)cc1,Polyphenylenes,436.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=436.15; n_points=1; reliability=black,60,imported_from_zenodo
rec_zen_00061,,[*]=C1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C6=[*])s4)s3)ccc21,Other class,338.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=Xie; tg_range=338.15; n_points=1; reliability=black,61,imported_from_zenodo
rec_zen_00062,,[*]=CC(=O)NCCCCCCCCCCNC(=O)C(=[*])C,Polyamides,347.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=347.15; n_points=1; reliability=black,62,imported_from_zenodo
rec_zen_00063,,[*]=CC(=O)NCCCCCCNC(=O)C(=[*])C,Polyamides,367.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=367.15; n_points=1; reliability=black,63,imported_from_zenodo
rec_zen_00064,,[*]=CC(=O)NCc1cccc(CNC(=O)C(=[*])C)c1,Polyamides,408.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=408.15; n_points=1; reliability=black,64,imported_from_zenodo
rec_zen_00065,,[*]=CC(C)CC(=[*])C,Polydienes,275.45,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=275.45; n_points=1; reliability=black,65,imported_from_zenodo
rec_zen_00066,,[*]=CC(C)S(=O)(=O)CC(=[*])C,Polysulfides,356.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=356.15; n_points=1; reliability=black,66,imported_from_zenodo
rec_zen_00067,,[*]=CC1CC(C=[*])C2C3CCC(C3)C12,Polydienes,480.55,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=480.55; n_points=1; reliability=black,67,imported_from_zenodo
rec_zen_00068,,[*]=CC1CCC(C=[*])C1,Polydienes,304.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=304.15; n_points=1; reliability=black,68,imported_from_zenodo
rec_zen_00069,,[*]=CCC(F)(F)C(=[*])F,Polydienes,238.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=238.15; n_points=1; reliability=black,69,imported_from_zenodo
rec_zen_00070,,[*]=CCCC(=[*])C(C)(C)C,Polydienes,293.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=293.15; n_points=1; reliability=black,70,imported_from_zenodo
rec_zen_00071,,[*]=CCCC(=[*])C(C)C,Polydienes,226.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=226.15; n_points=1; reliability=black,71,imported_from_zenodo
rec_zen_00072,,[*]=CCCC(=[*])CCCCCCC,Polydienes,190.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=190.15; n_points=1; reliability=black,72,imported_from_zenodo
rec_zen_00073,,[*]=CCCC(=[*])CCCCCCCCCC,Polydienes,220.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=220.15; n_points=1; reliability=black,73,imported_from_zenodo
rec_zen_00074,,[*]=CCCC(=[*])[Sn](CCCC)(CCCC)CCCC,Polyvinyls,193.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=193.15; n_points=1; reliability=black,74,imported_from_zenodo
rec_zen_00075,,[*]=CCCC(=[*])c1ccccc1,Polyvinyls,312.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=312.65; n_points=1; reliability=black,75,imported_from_zenodo
rec_zen_00076,,[*]=CCCCC(=[*])c1ccc(Cl)cc1,Polyvinyls,289.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=289.15; n_points=1; reliability=black,76,imported_from_zenodo
rec_zen_00077,,[*]=CCCCC(=[*])c1ccc(OC)cc1,Polyvinyls,284.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=284.15; n_points=1; reliability=black,77,imported_from_zenodo
rec_zen_00078,,[*]=CCCCC(=[*])c1ccccc1,Polyvinyls,273.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=273.15; n_points=1; reliability=black,78,imported_from_zenodo
rec_zen_00079,,[*]=CCCCCCCC=[*],Polydienes,195.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=195.15; n_points=1; reliability=black,79,imported_from_zenodo
rec_zen_00080,,[*]=CCCCCCCCCCCC=[*],Polydienes,220.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=220.15; n_points=1; reliability=black,80,imported_from_zenodo
rec_zen_00081,,[*]=CCS(=O)(=O)C(C)C(=[*])C,Polysulfides,346.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=346.15; n_points=1; reliability=black,81,imported_from_zenodo
rec_zen_00082,,[*]=CCS(=O)(=O)CC(=[*])C,Polysulfides,361.35,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=361.35; n_points=1; reliability=black,82,imported_from_zenodo
rec_zen_00083,,[*]=Cc1cc(OC)c(/C=C(\c2ccc(OC)cc2)c2ccc(C(=[*])c3ccc(OC)cc3)cc2)cc1OC,Polyphenylenes,443.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=443.15; n_points=1; reliability=black,83,imported_from_zenodo
rec_zen_00084,,[*]=Cc1ccc(/C=C(\c2ccccc2)c2ccc(-c3ccc(C(=[*])c4ccccc4)cc3)cc2)cc1,Polyphenylenes,493.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=493.15; n_points=1; reliability=black,84,imported_from_zenodo
rec_zen_00085,,[*]=Cc1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C(\C#N)C(=O)NC6CCCCC6NC(=O)C(=[*])C#N)s5)cc4)cc3)cc2)s1,Polysulfides,513.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=513.15; n_points=1; reliability=black,85,imported_from_zenodo
rec_zen_00086,,[*]=Cc1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C(\C#N)c6cccc(C(=[*])C#N)c6)s5)cc4)cc3)cc2)s1,Polysulfides,451.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=451.15; n_points=1; reliability=black,86,imported_from_zenodo
rec_zen_00087,,[*]=Cc1ccc(C(=[*])c2ccc(C(F)(F)F)cc2)cc1,Polyphenylenes,472.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=472.15; n_points=1; reliability=black,87,imported_from_zenodo
rec_zen_00088,,[*]=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccc(C=C(C#N)C(=O)Nc6cc(-c7ccc(O)c(NC(=O)C(=[*])C#N)c7)ccc6O)s5)cc4)cc3)cc2)s1,Polysulfides,494.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=494.15; n_points=1; reliability=black,88,imported_from_zenodo
rec_zen_00089,,[*]=Cc1ccc(N(c2ccccc2)c2ccc(C=C(c3ccc(OC)cc3)c3ccc(C(=[*])c4ccc(OC)cc4)cc3)cc2)cc1,Polyimines,470.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=470.15; n_points=1; reliability=black,89,imported_from_zenodo
rec_zen_00090,,[*]=Cc1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(/C=C(\C#N)C(=O)NC4CCCCC4NC(=O)C(=[*])C#N)cc3)cc2)cc1,Polyamides,512.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=512.15; n_points=1; reliability=black,90,imported_from_zenodo
